TRT_ID,coord.lon,coord.lat,aqi.dt,aqi.main.aqi,aqi.components.co,aqi.components.no,aqi.components.no2,aqi.components.o3,aqi.components.so2,aqi.components.pm2_5,aqi.components.pm10,aqi.components.nh3
4418,-88.1151,41.7967,1670523621,1,297.07,3.02,21.59,43.27,8.11,6.4,9.13,0.97
4431,-84.2076,39.7101,1670523621,2,320.44,1.62,13.88,33.62,2.8,12.77,14.62,0.26
4450,-119.7698,39.4447,1670523621,3,647.54,20.79,59.63,8.05,1.27,20.08,22.95,5.13
4453,-77.1294,39.069,1670523621,1,270.37,0.61,5.66,54.36,1.48,2.95,3.49,0.36
4456,-121.9265,37.4685,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
4460,-97.3609,32.7559,1670523621,1,193.6,0.65,2.79,40.05,0.68,2.76,3.53,0.24
4465,-82.3831,27.904,1670523621,1,216.96,0.82,5.91,78.68,0.92,5.29,7.5,0.21
4475,-116.2672,43.5791,1670523621,1,243.66,1.01,4.8,61.51,0.72,4.54,13.04,3.33
4489,-82.928,40.0572,1670523621,2,317.1,1.73,14.05,35.76,3.46,10.12,11.33,0.15
4491,-76.0607,36.8209,1670523621,1,260.35,0.82,4.28,62.94,1.82,3.93,4.46,0.02
4492,-119.7698,39.4447,1670523621,3,647.54,20.79,59.63,8.05,1.27,20.08,22.95,5.13
4506,-94.2187,36.3588,1670523621,1,273.71,2.54,2.79,13.23,0.32,3.43,4.97,1.28
4507,-72.4588,44.27,1670523621,1,226.97,0.44,3.68,67.95,1.61,0.5,0.87,0.27
4508,-73.5154,40.8004,1670523621,1,250.34,0.42,3.51,68.67,1.51,1.15,1.7,0.21
4510,-86.0714,39.9068,1670523621,2,267.03,0.61,5.1,55.08,0.66,10.25,11.33,0.49
4511,-122.0207,37.3576,1670523621,4,687.6,41.57,38.39,2.12,2.09,34.63,41.36,2.88
4512,-122.1245,37.4108,1670523621,4,714.3,33.53,65.12,3.17,7.51,44.94,53.87,1.19
4513,-122.5146,37.9242,1670523621,4,620.84,15.2,69.23,5.5,7.75,34.84,40.81,0.68
4514,-122.4218,37.7844,1670523621,2,433.92,2.96,40.44,24.32,4.23,17.38,21.29,0.72
4522,-121.5576,36.9967,1670523621,4,337.12,2.63,15.08,15.56,0.35,27.51,31.51,0.67
4523,-77.4235,38.9968,1670523621,1,240.33,0.37,2.79,68.67,0.54,2.37,2.6,0.17
4524,-118.3298,33.9214,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
4528,-93.6976,42.0223,1670523621,2,283.72,1.03,7.54,38.98,2.62,15.79,17.13,1.27
4529,-121.8199,39.7065,1670523621,1,287.06,0.98,13.37,26.11,1.09,7.42,8.74,0.24
4531,-80.7594,35.1361,1670523621,1,277.04,1.65,10.37,12.16,2.06,6.0,7.43,0.23
4536,-81.3872,28.618,1670523621,2,211.95,0.78,4.07,82.97,0.4,6.3,8.75,0.0
4537,-70.9433,42.5396,1670523621,1,257.02,0.61,4.41,60.08,1.49,1.09,1.4,0.2
4540,-116.2574,43.5603,1670523621,1,243.66,1.01,4.8,61.51,0.72,4.54,13.04,3.33
4550,-81.388,28.618,1670523621,2,211.95,0.78,4.07,82.97,0.4,6.3,8.75,0.0
4552,-122.2997,47.8376,1670523621,1,270.37,0.1,12.34,55.79,2.15,3.38,4.44,0.31
4557,-121.9253,37.4759,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
4567,-117.1398,32.836,1670523621,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
4585,-70.9446,42.5414,1670523621,1,257.02,0.61,4.41,60.08,1.49,1.09,1.4,0.2
4603,-88.0622,43.1162,1670523621,1,220.3,0.4,3.81,70.1,1.4,0.5,1.08,0.25
4645,-93.7602,41.6182,1670523621,2,297.07,0.51,9.43,34.33,2.03,19.03,20.63,0.45
4669,-73.1419,40.8587,1670523621,1,243.66,0.55,2.79,75.1,0.85,1.36,1.78,0.16
4709,-73.7195,41.2205,1670523621,1,240.33,0.2,2.19,70.81,2.0,0.89,1.08,0.1
4730,-95.4251,29.9782,1670523621,1,216.96,1.3,8.4,55.08,6.08,6.46,15.38,0.22
4735,-122.4629,37.6708,1670523621,2,433.92,2.96,40.44,24.32,4.23,17.38,21.29,0.72
4742,-87.9512,42.2668,1670523621,1,223.64,0.53,5.74,55.79,5.19,1.01,1.82,0.28
4800,-121.2919,37.8046,1670523621,4,514.03,26.38,19.71,2.35,2.0,26.71,30.69,0.89
4844,-87.2541,30.5089,1670523621,1,196.93,0.47,1.74,39.34,0.06,4.88,10.81,0.06
4845,-84.1431,30.4184,1670523621,1,198.6,0.3,1.16,39.7,0.08,5.01,8.91,0.11
4862,-93.3825,45.1279,1670523621,2,547.41,30.85,30.5,23.96,6.86,17.49,20.97,5.89
4897,-111.9004,40.7465,1670523621,3,520.71,28.16,37.7,42.56,20.98,24.9,30.49,2.63
4907,-98.5918,29.5651,1670523621,1,200.27,0.74,3.38,47.92,1.13,3.35,4.88,0.32
4917,-149.5813,61.3188,1670523621,1,240.33,0.02,7.88,44.7,0.1,0.75,1.88,0.45
4919,-119.4516,39.5454,1670523621,1,297.07,1.84,13.88,42.92,0.14,7.16,9.93,1.47
5078,-111.8973,33.4217,1670523621,4,867.84,54.99,35.99,13.59,1.43,46.83,66.97,5.13
5083,-122.3672,37.5932,1670523621,4,720.98,40.23,46.61,2.06,1.94,31.22,43.06,1.41
5102,-111.6712,33.392,1670523621,2,410.56,13.41,16.79,25.39,1.45,17.46,30.84,2.15
5105,-121.8438,36.6171,1670523621,2,307.08,1.2,12.85,33.62,0.86,17.3,20.48,0.34
5106,-121.9441,37.4927,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
5125,-80.8405,35.3928,1670523621,1,270.37,2.35,10.37,11.09,5.96,6.69,7.95,0.0
5131,-80.1074,26.7712,1670523621,2,196.93,0.15,0.92,85.83,0.46,3.2,7.38,0.01
5161,-80.2567,25.7344,1670523621,2,200.27,0.8,4.5,90.84,1.86,3.43,8.58,0.25
5188,-122.1628,47.6229,1670523621,1,333.79,0.24,24.68,38.62,2.59,4.66,6.46,0.55
5195,-118.0321,34.0181,1670523621,4,674.25,59.9,45.93,13.59,3.76,47.42,70.88,2.85
5225,-119.7493,39.5049,1670523621,3,647.54,20.79,59.63,8.05,1.27,20.08,22.95,5.13
5228,-74.0058,40.7314,1670523621,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
5247,-81.4024,28.3751,1670523621,2,240.33,1.43,7.63,83.69,1.49,7.19,9.59,0.25
5248,-115.0351,36.0648,1670523621,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
5249,-115.1224,36.0221,1670523621,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
5250,-118.369,33.8987,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
5251,-117.9901,34.1338,1670523621,3,417.23,21.23,29.82,25.75,1.65,21.23,33.96,1.46
5252,-117.1815,32.8228,1670523621,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
5272,-84.5815,34.0,1670523621,1,250.34,1.96,7.88,25.75,1.58,3.41,4.48,0.21
5332,-119.8132,39.5288,1670523621,1,226.97,2.01,8.14,64.37,0.08,1.86,2.41,0.86
5334,-119.673,36.7507,1670523621,4,767.71,59.9,23.31,1.79,2.21,26.49,32.13,6.84
5341,-76.7587,39.1998,1670523621,1,283.72,0.76,9.6,48.64,1.19,3.72,4.64,0.46
5390,-118.4939,34.2138,1670523621,3,423.91,12.07,20.22,29.33,1.07,20.76,29.21,1.58
5415,-112.0694,33.6957,1670523621,2,310.42,4.08,7.54,36.48,0.21,12.73,32.87,1.47
5419,-117.9978,33.8598,1670523621,5,1174.93,101.92,63.06,10.19,5.72,62.27,77.03,5.57
5420,-118.4079,33.9807,1670523621,4,714.3,38.89,50.72,19.13,4.83,46.65,57.74,1.25
5422,-118.4924,34.1982,1670523621,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
5427,-117.1804,32.8797,1670523621,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
5447,-122.3796,37.7502,1670523621,4,761.03,35.76,78.83,3.35,10.61,47.35,56.28,1.41
5448,-156.0186,19.6994,1670523621,4,200.27,0.01,0.79,72.96,29.8,25.87,27.57,0.0
5465,-76.7551,39.4013,1670523621,1,260.35,0.45,5.48,60.8,0.73,2.53,2.88,0.34
5467,-73.0522,41.2314,1670523621,1,226.97,0.26,2.42,78.68,0.58,0.99,1.2,0.07
5468,-121.2105,38.8005,1670523621,1,283.72,1.15,12.68,27.18,0.37,4.28,7.83,0.59
5472,-77.2395,38.932,1670523621,1,247.0,0.54,4.71,65.8,1.46,2.56,3.08,0.3
5473,-75.4332,40.0458,1670523621,1,253.68,0.68,4.24,70.1,1.42,1.54,1.88,0.27
5476,-84.1562,35.9503,1670523621,1,263.69,1.55,5.83,9.3,2.18,7.46,7.77,0.0
5481,-121.9294,37.4795,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
5482,-96.8375,32.8324,1670523621,1,213.62,1.75,7.03,41.13,1.55,3.1,4.35,0.41
5483,-97.7712,30.4359,1670523621,1,196.93,0.66,2.72,47.92,1.7,3.62,4.64,0.09
5485,-78.7483,35.9037,1670523621,1,263.69,1.1,4.71,36.12,0.95,4.79,5.49,0.0
5486,-122.6715,45.4918,1670523621,1,273.71,0.14,12.0,47.21,1.58,2.72,3.29,0.34
5487,-122.3253,47.5833,1670523621,1,257.02,0.12,10.8,57.94,2.71,2.95,3.68,0.27
5498,-157.8587,21.2976,1670523621,2,186.92,0.01,2.27,79.39,0.57,6.23,26.96,0.09
5522,-78.9067,42.986,1670523621,1,300.41,2.15,16.62,37.55,6.74,3.38,4.92,1.16
5527,-76.2354,36.9122,1670523621,1,260.35,1.19,6.51,57.94,3.52,4.11,4.6,0.08
5528,-94.501,39.0597,1670523621,2,340.46,1.79,18.17,13.05,2.92,14.63,14.99,0.13
5530,-93.0525,45.0182,1670523621,1,387.19,12.29,16.62,32.54,3.04,8.73,11.0,3.93
5535,-106.3945,31.8177,1670523621,2,230.31,3.35,5.27,43.63,0.18,5.64,24.19,1.06
5546,-84.3823,39.2241,1670523621,2,327.11,1.57,14.05,36.12,3.13,12.22,13.98,0.29
5559,-93.2307,37.0613,1670523621,1,263.69,1.61,2.96,26.11,0.48,5.64,5.82,0.12
5560,-87.9758,42.7991,1670523621,1,220.3,0.58,6.51,60.08,5.19,0.5,1.07,0.24
5561,-89.3041,43.057,1670523621,1,247.0,2.01,5.83,60.08,1.62,1.93,2.95,0.96
5565,-80.9963,34.0573,1670523621,1,236.99,0.66,4.16,16.27,0.57,4.87,5.64,0.0
5567,-73.1413,40.8597,1670523621,1,243.66,0.55,2.79,75.1,0.85,1.36,1.78,0.16
5571,-122.3253,47.5833,1670523621,1,257.02,0.12,10.8,57.94,2.71,2.95,3.68,0.27
5582,-156.4539,20.8856,1670523621,1,173.57,0.0,0.23,72.96,0.16,6.09,13.47,0.0
5587,-77.1527,39.1042,1670523621,1,270.37,0.61,5.66,54.36,1.48,2.95,3.49,0.36
5593,-104.8492,39.7644,1670523621,1,330.45,9.39,17.99,43.99,1.85,4.29,5.77,1.73
5596,-92.4027,34.7492,1670523621,1,190.26,0.27,2.59,31.11,0.78,3.43,4.8,0.01
5597,-81.1288,31.9978,1670523621,1,201.94,0.66,2.96,46.49,0.34,4.49,7.7,0.1
5610,-70.8877,42.1665,1670523621,1,270.37,1.96,10.37,63.66,2.44,1.83,2.48,0.63
5616,-82.9184,40.0522,1670523621,2,317.1,1.73,14.05,35.76,3.46,10.12,11.33,0.15
5627,-71.481,41.726,1670523621,1,240.33,0.55,2.83,73.67,0.49,1.06,1.23,0.11
5646,-111.8972,33.4216,1670523621,4,867.84,54.99,35.99,13.59,1.43,46.83,66.97,5.13
5650,-110.9791,32.2986,1670523621,2,337.12,4.3,13.54,72.96,1.74,11.41,22.05,1.84
5651,-80.1281,26.7065,1670523621,2,196.93,0.15,0.92,85.83,0.46,3.2,7.38,0.01
5655,-82.4577,28.0573,1670523621,2,211.95,0.32,2.51,82.97,0.68,5.77,8.0,0.07
5657,-80.2569,25.7353,1670523621,2,200.27,0.8,4.5,90.84,1.86,3.43,8.58,0.25
5668,-114.5655,32.653,1670523621,3,260.35,0.65,2.51,66.52,0.6,22.0,45.49,1.82
5676,-74.3155,40.6861,1670523621,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
5679,-83.4504,42.7359,1670523621,1,220.3,0.48,2.59,66.52,0.72,0.55,1.42,0.42
5684,-115.0351,36.0648,1670523621,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
5685,-115.1219,36.0222,1670523621,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
5687,-117.9902,34.1339,1670523621,3,417.23,21.23,29.82,25.75,1.65,21.23,33.96,1.46
5688,-81.4021,28.4549,1670523621,2,220.3,0.64,3.77,80.82,0.67,7.42,10.07,0.24
5689,-82.7066,28.3031,1670523621,1,230.31,0.13,1.09,65.8,0.72,9.07,12.18,0.0
5690,-82.3401,27.9441,1670523621,1,216.96,0.82,5.91,78.68,0.92,5.29,7.5,0.21
5691,-82.5005,28.0983,1670523621,2,211.95,0.32,2.51,82.97,0.68,5.77,8.0,0.07
5692,-82.45,27.294,1670523621,1,253.68,1.17,9.08,73.67,2.3,9.19,12.44,0.19
5693,-82.5083,27.9583,1670523621,1,280.38,2.4,13.88,65.09,1.51,6.95,9.85,0.93
5694,-82.664,27.7901,1670523621,1,307.08,2.68,18.17,68.67,4.29,9.93,13.37,0.93
5695,-112.0341,33.6393,1670523621,2,310.42,4.08,7.54,36.48,0.21,12.73,32.87,1.47
5696,-111.721,32.8818,1670523621,3,387.19,13.08,10.11,17.7,0.04,15.42,49.15,1.57
5697,-110.9751,32.2841,1670523621,2,337.12,4.3,13.54,72.96,1.74,11.41,22.05,1.84
5698,-111.3242,34.2671,1670523621,1,193.6,0.57,1.54,61.51,0.06,3.22,4.93,0.39
5699,-112.0048,34.7206,1670523621,2,223.64,1.63,3.17,47.92,0.06,9.6,21.55,1.03
5700,-112.2762,33.7152,1670523621,2,247.0,1.09,3.43,59.37,0.25,9.68,27.75,0.68
5701,-112.3387,33.4556,1670523621,3,370.5,7.94,14.91,39.7,0.66,17.54,39.14,1.82
5702,-112.3694,34.5754,1670523621,2,300.41,3.58,7.54,52.21,0.21,13.7,26.26,1.27
5703,-112.3617,34.5792,1670523621,2,300.41,3.58,7.54,52.21,0.21,13.7,26.26,1.27
5704,-112.2568,33.5793,1670523621,3,370.5,7.94,14.91,39.7,0.66,17.54,39.14,1.82
5705,-112.2067,33.6396,1670523621,2,247.0,1.09,3.43,59.37,0.25,9.68,27.75,0.68
5706,-111.9759,33.6391,1670523621,2,343.8,3.21,6.51,39.34,0.29,17.63,33.62,1.63
5707,-110.987,32.1615,1670523621,4,1028.06,65.27,52.78,19.85,3.31,46.44,71.35,13.17
5708,-112.1142,33.6126,1670523621,2,310.42,4.08,7.54,36.48,0.21,12.73,32.87,1.47
5709,-111.8967,33.6254,1670523621,2,343.8,3.21,6.51,39.34,0.29,17.63,33.62,1.63
5710,-112.1905,33.667,1670523621,2,310.42,4.08,7.54,36.48,0.21,12.73,32.87,1.47
5711,-111.0504,32.3287,1670523621,2,377.18,7.15,13.37,41.13,0.32,11.19,29.78,2.12
5712,-112.0379,33.5997,1670523621,5,1161.58,88.51,55.52,13.05,4.29,62.16,91.45,13.68
5713,-110.9544,32.403,1670523621,1,223.64,1.41,2.96,43.63,0.04,4.42,12.97,1.65
5714,-112.3566,33.6399,1670523621,2,247.0,1.09,3.43,59.37,0.25,9.68,27.75,0.68
5715,-110.9153,32.2248,1670523621,2,337.12,4.3,13.54,72.96,1.74,11.41,22.05,1.84
5716,-111.9748,33.797,1670523621,2,343.8,3.21,6.51,39.34,0.29,17.63,33.62,1.63
5717,-95.7206,29.7863,1670523621,1,190.26,0.16,1.61,63.66,0.62,4.82,13.34,0.09
5718,-97.2432,32.8421,1670523621,1,195.27,0.42,1.84,39.34,0.38,3.06,3.99,0.2
5719,-95.4571,29.7234,1670523621,1,208.62,1.63,8.4,59.37,8.58,5.93,15.65,0.21
5720,-95.615,29.6031,1670523621,1,190.26,0.16,1.61,63.66,0.62,4.82,13.34,0.09
5721,-95.418,29.8114,1670523621,1,216.96,1.3,8.4,55.08,6.08,6.46,15.38,0.22
5722,-117.5252,33.8852,1670523621,4,934.6,75.1,45.93,11.0,2.8,47.58,62.09,3.1
5723,-117.7962,33.7245,1670523621,5,947.95,59.01,58.95,16.63,6.14,73.94,93.36,2.0
5724,-117.9167,33.7003,1670523621,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
5725,-117.9079,33.996,1670523621,5,1174.93,101.92,63.06,10.19,5.72,62.27,77.03,5.57
5726,-118.1012,33.8858,1670523621,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
5727,-118.4187,34.294,1670523621,3,423.91,12.07,20.22,29.33,1.07,20.76,29.21,1.58
5728,-117.2704,34.0649,1670523621,4,640.87,39.79,32.56,16.09,1.73,27.86,36.41,2.09
5729,-118.2866,33.8685,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
5730,-118.5941,34.2183,1670523621,3,423.91,12.07,20.22,29.33,1.07,20.76,29.21,1.58
5731,-117.6604,33.557,1670523621,5,1068.12,92.98,45.93,7.42,3.93,68.04,89.9,1.95
5732,-117.8568,33.8103,1670523621,5,1174.93,101.92,63.06,10.19,5.72,62.27,77.03,5.57
5733,-117.263,33.943,1670523621,4,767.71,52.75,40.78,13.95,3.01,30.94,39.07,3.26
5734,-118.3306,33.8035,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
5735,-121.8627,37.2486,1670523621,5,974.66,74.21,59.63,1.97,2.71,50.18,59.91,3.48
5736,-122.1792,37.7153,1670523621,4,607.49,29.06,58.26,4.34,7.63,43.67,53.44,0.79
5737,-122.28,37.8305,1670523621,4,520.71,17.43,63.06,5.63,16.45,34.18,41.46,0.39
5738,-122.2499,37.5012,1670523621,4,720.98,40.23,46.61,2.06,1.94,31.22,43.06,1.41
5739,-121.9105,37.7,1670523621,4,473.98,13.86,41.47,5.45,3.67,32.49,38.6,0.42
5740,-122.2808,37.5638,1670523621,4,720.98,40.23,46.61,2.06,1.94,31.22,43.06,1.41
5741,-122.2172,38.1362,1670523621,2,383.85,5.2,43.53,11.8,12.16,19.87,24.18,0.07
5742,-122.0541,37.9756,1670523621,4,594.14,33.53,41.47,2.68,5.72,32.68,43.95,0.75
5743,-122.0679,37.6123,1670523621,4,607.49,29.06,58.26,4.34,7.63,43.67,53.44,0.79
5744,-121.262,38.7524,1670523621,1,427.25,8.61,26.05,8.76,1.39,9.62,13.86,0.94
5745,-122.0701,38.2472,1670523621,2,293.73,1.29,21.59,23.96,3.93,11.66,14.21,0.12
5746,-118.1351,34.5989,1670523621,4,500.68,15.65,26.73,34.33,1.54,40.48,52.88,0.38
5747,-122.4674,37.6756,1670523621,2,433.92,2.96,40.44,24.32,4.23,17.38,21.29,0.72
5748,-122.0182,37.3753,1670523621,4,687.6,41.57,38.39,2.12,2.09,34.63,41.36,2.88
5749,-122.7161,38.3652,1670523621,2,333.79,0.95,27.42,23.96,3.67,14.25,16.73,0.34
5750,-121.9414,37.2923,1670523621,5,974.66,74.21,59.63,1.97,2.71,50.18,59.91,3.48
5751,-122.3225,37.9303,1670523621,4,520.71,17.43,63.06,5.63,16.45,34.18,41.46,0.39
5752,-121.859,38.0116,1670523621,2,337.12,1.38,27.42,23.6,3.93,17.9,20.23,0.24
5753,-117.5469,34.1085,1670523621,4,587.46,27.94,41.13,30.76,4.53,44.7,54.43,0.71
5754,-118.0129,33.7613,1670523621,5,1628.88,160.93,87.74,8.85,14.54,88.27,110.83,7.35
5755,-118.1658,33.8017,1670523621,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
5756,-118.2678,34.1436,1670523621,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
5757,-121.3263,38.663,1670523621,1,427.25,8.61,26.05,8.76,1.39,9.62,13.86,0.94
5758,-121.4525,38.4976,1670523621,4,554.09,26.6,27.42,1.52,2.12,26.62,30.07,0.69
5759,-121.268,38.6008,1670523621,1,427.25,8.61,26.05,8.76,1.39,9.62,13.86,0.94
5760,-118.4971,34.4192,1670523621,1,226.97,2.24,5.01,40.41,0.26,6.79,7.86,0.42
5761,-118.1344,33.987,1670523621,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
5762,-122.4929,37.9533,1670523621,4,620.84,15.2,69.23,5.5,7.75,34.84,40.81,0.68
5763,-117.0314,32.6372,1670523621,4,894.55,76.89,39.76,9.12,1.83,28.28,38.89,4.5
5764,-117.0357,32.7437,1670523621,4,894.55,76.89,39.76,9.12,1.83,28.28,38.89,4.5
5765,-117.2611,33.0646,1670523621,3,453.95,12.18,16.79,22.17,1.31,21.84,29.38,1.06
5766,-121.2663,38.0198,1670523621,2,460.63,17.88,15.59,2.91,0.48,17.27,20.16,0.75
5767,-119.8505,36.8098,1670523621,1,353.81,6.2,14.74,13.05,0.34,7.23,10.22,1.9
5768,-119.7283,36.8101,1670523621,1,290.39,1.87,9.08,27.18,0.19,3.17,6.24,0.71
5769,-117.3332,34.473,1670523621,4,494.0,13.52,22.62,36.84,2.09,37.96,57.41,0.75
5770,-116.3888,33.7989,1670523621,2,347.14,3.58,12.17,62.94,0.54,7.73,22.98,1.87
5771,-117.1968,33.556,1670523621,3,433.92,11.74,18.68,26.11,1.62,24.79,32.2,0.52
5772,-117.0748,32.9848,1670523621,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
5773,-117.0917,32.5869,1670523621,4,827.79,51.41,54.15,16.63,4.83,28.9,38.64,2.98
5774,-116.9847,32.8405,1670523621,1,323.77,6.65,15.08,40.05,1.15,7.18,10.47,1.41
5775,-117.2138,32.7522,1670523621,1,287.06,1.96,8.4,65.8,3.76,9.6,13.68,0.17
5776,-117.2949,33.1852,1670523621,3,453.95,12.18,16.79,22.17,1.31,21.84,29.38,1.06
5777,-117.307,34.1331,1670523621,4,640.87,39.79,32.56,16.09,1.73,27.86,36.41,2.09
5778,-118.0093,33.9184,1670523621,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
5779,-117.6685,34.0913,1670523621,2,347.14,9.84,21.76,41.84,2.71,18.84,24.63,0.84
5780,-118.082,33.9995,1670523621,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
5781,-118.215,33.9878,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
5782,-121.5028,38.4828,1670523621,4,554.09,26.6,27.42,1.52,2.12,26.62,30.07,0.69
5783,-118.2949,33.7652,1670523621,5,1895.91,203.85,104.19,7.96,16.93,105.83,137.35,8.74
5784,-121.1923,37.7946,1670523621,3,427.25,11.85,16.79,4.02,0.44,22.34,26.22,1.55
5785,-122.2232,37.7699,1670523621,4,761.03,35.76,78.83,3.35,10.61,47.35,56.28,1.41
5786,-121.9214,37.2633,1670523621,5,974.66,74.21,59.63,1.97,2.71,50.18,59.91,3.48
5787,-118.3303,33.9482,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
5788,-119.078,34.2177,1670523621,1,240.33,2.4,4.8,33.62,0.03,2.38,4.47,0.4
5789,-117.1976,34.0684,1670523621,1,340.46,8.61,17.65,41.49,1.03,7.01,11.88,1.3
5790,-119.7863,36.8407,1670523621,1,290.39,1.87,9.08,27.18,0.19,3.17,6.24,0.71
5791,-122.1179,37.663,1670523621,4,607.49,29.06,58.26,4.34,7.63,43.67,53.44,0.79
5792,-117.266,33.2501,1670523621,4,400.54,6.48,11.65,29.33,1.28,25.2,35.62,0.73
5793,-121.6505,39.1439,1670523621,2,360.49,3.19,25.36,13.05,3.19,16.58,18.49,0.09
5794,-121.4683,37.7566,1670523621,4,360.49,6.26,28.1,14.13,2.24,25.25,31.65,0.86
5795,-121.3462,37.9868,1670523621,4,514.03,26.38,19.71,2.35,2.0,26.71,30.69,0.89
5796,-117.0987,33.483,1670523621,3,433.92,11.74,18.68,26.11,1.62,24.79,32.2,0.52
5797,-116.9698,32.6331,1670523621,3,707.63,54.09,30.5,10.19,2.0,21.45,28.75,4.02
5798,-120.7007,35.5263,1670523621,1,320.44,2.99,11.82,18.6,0.07,8.33,9.52,0.52
5799,-117.1009,32.7018,1670523621,4,894.55,76.89,39.76,9.12,1.83,28.28,38.89,4.5
5800,-117.0373,32.5763,1670523621,4,827.79,51.41,54.15,16.63,4.83,28.9,38.64,2.98
5801,-118.1857,33.8878,1670523621,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
5802,-118.3113,33.9875,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
5803,-119.178,34.2355,1670523621,1,240.33,2.4,4.8,33.62,0.03,2.38,4.47,0.4
5804,-121.9013,37.4156,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
5805,-121.9485,38.3746,1670523621,3,480.65,10.28,34.62,4.56,2.24,21.93,24.71,0.56
5806,-122.268,38.0109,1670523621,2,383.85,5.2,43.53,11.8,12.16,19.87,24.18,0.07
5807,-118.2707,34.0571,1670523621,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
5808,-119.0489,35.3385,1670523621,2,487.33,16.99,19.88,18.6,0.65,15.2,20.23,1.25
5809,-120.6896,35.2503,1670523621,1,300.41,1.84,9.68,32.54,0.21,5.67,7.55,0.74
5810,-117.061,33.1306,1670523621,1,370.5,9.05,13.88,25.39,0.71,9.36,14.2,1.44
5811,-118.5739,34.4406,1670523621,1,226.97,2.24,5.01,40.41,0.26,6.79,7.86,0.42
5812,-118.964,35.3923,1670523621,2,600.82,26.82,30.85,18.6,2.21,16.33,19.67,4.02
5813,-118.3643,33.9889,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
5814,-118.1837,33.8137,1670523621,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
5815,-119.0995,35.3855,1670523621,2,487.33,16.99,19.88,18.6,0.65,15.2,20.23,1.25
5816,-121.7363,38.675,1670523621,3,460.63,8.61,32.9,4.34,2.53,24.96,26.92,0.08
5817,-121.7776,36.9323,1670523621,4,343.8,2.35,17.99,22.17,0.6,25.83,29.56,0.33
5818,-118.6269,34.1891,1670523621,2,500.68,22.13,22.62,17.52,1.15,19.79,26.38,1.98
5819,-117.8692,33.9132,1670523621,5,1174.93,101.92,63.06,10.19,5.72,62.27,77.03,5.57
5820,-119.6711,36.3297,1670523621,2,393.87,6.48,10.45,6.71,0.12,19.78,21.15,0.92
5821,-117.2421,33.1407,1670523621,3,453.95,12.18,16.79,22.17,1.31,21.84,29.38,1.06
5822,-121.7455,37.9592,1670523621,4,487.33,13.64,33.93,5.32,1.49,37.12,42.24,1.06
5823,-117.7086,33.5649,1670523621,5,1068.12,92.98,45.93,7.42,3.93,68.04,89.9,1.95
5824,-119.0232,36.0527,1670523621,1,290.39,3.3,5.36,21.64,0.02,4.24,6.31,1.93
5825,-117.6295,34.1336,1670523621,2,347.14,9.84,21.76,41.84,2.71,18.84,24.63,0.84
5826,-117.556,33.9783,1670523621,4,934.6,75.1,45.93,11.0,2.8,47.58,62.09,3.1
5827,-120.8246,38.7312,1670523621,1,230.31,0.19,3.43,56.51,0.1,2.2,3.15,0.41
