TRT_ID,coord.lon,coord.lat,aqi.dt,aqi.main.aqi,aqi.components.co,aqi.components.no,aqi.components.no2,aqi.components.o3,aqi.components.so2,aqi.components.pm2_5,aqi.components.pm10,aqi.components.nh3
7831,-88.2443,41.8814,1670523622,1,267.03,1.96,12.68,50.78,4.47,3.36,4.66,0.7
7912,-121.7758,38.014,1670523622,4,460.63,9.72,33.24,6.26,2.41,33.16,36.98,1.74
7924,-121.9886,37.5485,1670523622,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
7934,-122.2788,37.796,1670523622,4,761.03,35.76,78.83,3.35,10.61,47.35,56.28,1.41
7936,-117.8192,34.0402,1670523621,3,417.23,21.23,29.82,25.75,1.65,21.23,33.96,1.46
7937,-80.1963,26.192,1670523622,2,193.6,0.45,2.21,87.26,0.98,3.12,8.41,0.16
7939,-105.1169,39.9699,1670523622,1,220.3,0.5,4.58,70.81,0.7,0.79,1.39,0.43
7957,-71.1624,41.8719,1670523622,1,236.99,0.51,3.0,76.53,0.69,1.11,1.74,0.19
7958,-79.8949,34.2946,1670523622,1,250.34,0.8,4.76,20.92,1.24,4.75,5.64,0.33
7959,-90.4541,38.7808,1670523622,2,337.12,2.29,19.02,21.64,5.31,13.58,14.41,0.2
7960,-76.7599,39.1767,1670523622,1,283.72,0.76,9.6,48.64,1.19,3.72,4.64,0.46
7961,-82.4069,27.9481,1670523622,1,280.38,2.4,13.88,65.09,1.51,6.95,9.85,0.93
7962,-117.3091,33.2436,1670523622,4,400.54,6.48,11.65,29.33,1.28,25.2,35.62,0.73
7963,-84.4589,39.3167,1670523622,2,320.44,1.37,12.68,36.84,2.53,12.71,14.47,0.29
7964,-122.6951,45.6189,1670523622,1,260.35,0.11,11.31,44.7,1.15,2.0,2.87,0.19
7966,-111.9266,40.8846,1670523622,4,587.46,28.16,45.24,40.05,20.98,31.12,36.08,2.38
7967,-78.1679,35.5708,1670523622,1,260.35,1.98,5.27,40.41,1.48,5.53,6.22,0.06
7968,-94.4829,39.1663,1670523622,2,340.46,1.79,18.17,13.05,2.92,14.63,14.99,0.13
7969,-80.1097,40.7283,1670523622,1,243.66,0.33,5.14,57.94,1.91,1.96,2.59,0.25
7976,-74.0525,40.7646,1670523622,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
8025,-74.9188,40.0829,1670523622,1,253.68,0.7,5.36,74.39,1.28,1.45,2.19,0.28
8067,-118.3124,34.1834,1670523622,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
8083,-122.2947,37.7957,1670523622,4,761.03,35.76,78.83,3.35,10.61,47.35,56.28,1.41
8085,-76.5666,39.2812,1670523622,1,283.72,0.85,9.17,50.78,1.48,3.31,3.97,0.46
8086,-94.5546,38.8446,1670523622,2,323.77,0.77,17.31,20.56,1.59,12.22,12.48,0.22
8095,-87.9665,41.813,1670523622,1,267.03,1.63,15.42,48.64,4.71,3.98,5.37,0.76
8118,-105.0759,39.9,1670523622,1,220.3,0.5,4.58,70.81,0.7,0.79,1.39,0.43
8141,-71.4109,41.6177,1670523622,1,240.33,0.55,2.83,73.67,0.49,1.06,1.23,0.11
8158,-81.5351,31.1291,1670523622,1,188.59,0.2,1.13,64.37,0.07,3.34,6.98,0.05
8162,-121.9031,37.4224,1670523622,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
8165,-74.1371,40.7024,1670523622,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
8166,-74.05,40.7651,1670523622,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
8167,-74.0176,40.8361,1670523622,1,253.68,0.5,3.09,60.08,0.6,0.9,1.18,0.16
8168,-72.0478,42.2251,1670523622,1,226.97,0.18,1.1,75.1,0.54,0.54,0.6,0.05
8169,-105.0156,39.503,1670523622,1,185.25,0.31,1.02,72.96,1.16,0.5,0.8,0.11
8170,-112.3164,33.6154,1670523622,2,247.0,1.09,3.43,59.37,0.25,9.68,27.75,0.68
8171,-117.1162,32.6583,1670523622,4,894.55,76.89,39.76,9.12,1.83,28.28,38.89,4.5
8172,-122.3669,37.9097,1670523622,4,520.71,17.43,63.06,5.63,16.45,34.18,41.46,0.39
8206,-83.3678,41.1651,1670523622,1,233.65,0.38,5.14,59.37,3.64,2.09,3.5,0.25
8213,-157.8588,21.2976,1670523621,2,186.92,0.01,2.27,79.39,0.57,6.23,26.96,0.09
8275,-111.9143,40.7111,1670523622,3,520.71,28.16,37.7,42.56,20.98,24.9,30.49,2.63
8281,-74.1288,40.6997,1670523622,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
8301,-74.0066,40.6831,1670523621,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
8302,-86.8042,35.969,1670523622,1,293.73,3.16,6.68,2.59,0.38,9.46,9.8,0.12
8304,-123.1787,44.0589,1670523622,1,230.31,0.03,2.91,72.24,0.33,1.17,1.37,0.12
8319,-74.3155,40.6861,1670523621,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
8328,-83.6938,42.5042,1670523622,1,233.65,0.73,3.98,58.65,0.83,1.14,2.23,0.43
8330,-88.2404,41.8823,1670523622,1,267.03,1.96,12.68,50.78,4.47,3.36,4.66,0.7
8331,-117.3182,34.1016,1670523622,4,640.87,39.79,32.56,16.09,1.73,27.86,36.41,2.09
8332,-119.1234,34.1471,1670523622,2,494.0,29.5,18.34,9.84,0.83,13.14,17.28,2.28
8333,-118.1366,33.8107,1670523622,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
8335,-118.2101,33.7432,1670523622,5,1895.91,203.85,104.19,7.96,16.93,105.83,137.35,8.74
8342,-118.1724,33.8922,1670523622,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
8346,-122.0593,37.618,1670523622,4,607.49,29.06,58.26,4.34,7.63,43.67,53.44,0.79
8349,-121.7628,37.3001,1670523622,2,467.3,16.32,33.59,7.69,1.22,17.45,23.42,1.58
8350,-145.7444,63.9574,1670523622,1,210.29,0.0,0.34,59.37,0.13,0.5,0.5,0.01
8351,-117.4621,34.5421,1670523622,4,377.18,7.49,18.51,50.78,4.53,36.55,60.61,0.06
8352,-94.6179,48.6696,1670523622,1,233.65,1.03,2.91,54.36,2.03,3.04,3.28,1.22
8354,-121.285,37.8094,1670523622,4,514.03,26.38,19.71,2.35,2.0,26.71,30.69,0.89
8356,-82.0292,34.3924,1670523622,1,247.0,1.16,4.54,6.8,0.59,3.89,4.4,0.04
8357,-94.6018,48.7228,1670523622,1,233.65,1.03,2.91,54.36,2.03,3.04,3.28,1.22
8359,-83.5798,40.3256,1670523622,1,310.42,1.27,12.17,36.48,2.06,8.88,9.97,0.21
8360,-118.4289,33.9311,1670523622,4,714.3,38.89,50.72,19.13,4.83,46.65,57.74,1.25
8361,-122.1504,37.3948,1670523622,4,687.6,41.57,38.39,2.12,2.09,34.63,41.36,2.88
8362,-99.7521,29.1122,1670523622,1,190.26,0.07,0.53,46.49,0.27,1.92,2.67,0.15
8363,-157.8651,21.3013,1670523622,2,186.92,0.01,2.27,79.39,0.57,6.23,26.96,0.09
8364,-88.3071,42.6243,1670523622,1,220.3,0.61,5.31,62.23,3.55,0.5,1.05,0.25
8366,-118.2637,34.8749,1670523622,1,216.96,1.12,2.79,55.79,0.29,4.72,11.82,0.68
8367,-88.204,41.4701,1670523622,1,313.76,3.74,26.39,32.9,10.61,7.28,11.52,0.61
8368,-80.5014,35.6222,1670523622,1,267.03,2.07,7.97,21.64,3.93,5.58,6.59,0.0
8369,-118.4378,34.0385,1670523622,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
8370,-83.4383,42.3916,1670523622,1,260.35,1.84,10.03,55.08,2.44,2.7,4.45,0.61
8373,-83.309,42.0801,1670523622,1,297.07,3.24,22.96,46.49,8.58,3.63,5.56,0.9
8374,-122.1371,38.0547,1670523622,2,373.84,5.25,38.73,11.98,12.04,19.18,22.84,0.16
8375,-74.3642,40.7398,1670523622,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
8377,-99.1111,28.8715,1670523622,1,188.59,0.09,0.62,51.5,0.57,2.37,3.62,0.1
8378,-112.7302,33.9698,1670523622,2,213.62,0.6,2.12,67.95,0.09,7.72,21.12,0.7
8379,-104.7663,39.538,1670523622,1,236.99,3.3,8.74,61.51,2.35,1.5,2.35,0.84
8380,-121.9624,37.4203,1670523622,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
8382,-119.1284,34.2032,1670523622,1,240.33,2.4,4.8,33.62,0.03,2.38,4.47,0.4
8383,-86.0131,39.4913,1670523622,2,287.06,0.64,6.6,43.99,0.81,11.45,12.9,0.4
8384,-74.2032,40.6861,1670523622,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
8385,-118.3796,33.9355,1670523622,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
8386,-119.1791,34.1474,1670523622,2,494.0,29.5,18.34,9.84,0.83,13.14,17.28,2.28
8387,-80.7024,35.4008,1670523622,1,270.37,1.7,9.17,14.31,3.1,6.6,7.68,0.0
8391,-83.4385,42.3912,1670523622,1,260.35,1.84,10.03,55.08,2.44,2.7,4.45,0.61
8392,-83.2803,42.7022,1670523622,1,220.3,0.48,2.68,66.52,0.8,0.59,1.59,0.47
8393,-74.2496,40.6207,1670523622,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
8395,-118.3491,33.8509,1670523622,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
8396,-83.2497,42.6573,1670523622,1,220.3,0.48,2.68,66.52,0.8,0.59,1.59,0.47
8397,-86.4887,41.6714,1670523622,1,277.04,1.16,9.25,41.84,0.79,6.02,7.09,0.36
8426,-117.854,33.6863,1670523622,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
8428,-80.7151,35.1396,1670523622,1,277.04,1.65,10.37,12.16,2.06,6.0,7.43,0.23
8499,-104.9922,39.6171,1670523622,1,330.45,9.39,17.99,43.99,1.85,4.29,5.77,1.73
8542,-122.9079,45.5378,1670523622,1,243.66,0.06,5.48,51.5,0.45,1.91,2.29,0.19
8543,-122.9072,45.5369,1670523622,1,243.66,0.06,5.48,51.5,0.45,1.91,2.29,0.19
8545,-122.9075,45.5368,1670523622,1,243.66,0.06,5.48,51.5,0.45,1.91,2.29,0.19
8560,-74.0734,40.9577,1670523621,1,253.68,0.5,3.09,60.08,0.6,0.9,1.18,0.16
8585,-95.6184,29.9011,1670523622,1,190.26,0.18,1.59,60.8,0.44,5.23,12.65,0.07
8599,-84.6229,33.6947,1670523622,1,220.3,1.05,3.17,26.82,0.37,6.82,8.24,0.03
8644,-118.3508,33.833,1670523622,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
8650,-117.1431,32.895,1670523622,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
8710,-81.3945,28.4459,1670523622,1,240.33,2.29,12.17,75.82,1.61,6.14,8.69,0.36
8733,-75.6523,39.6792,1670523622,1,323.77,1.82,10.45,43.63,1.71,3.75,4.29,0.42
8734,-118.4371,34.1568,1670523622,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
8783,-118.1539,34.1474,1670523622,4,674.25,59.9,45.93,13.59,3.76,47.42,70.88,2.85
8812,-96.8226,33.0679,1670523621,1,208.62,1.24,4.97,41.13,0.91,3.27,4.36,0.3
8831,-74.981,39.9125,1670523622,1,287.06,2.4,9.6,66.52,2.74,2.6,3.58,0.67
8850,-121.2105,38.8005,1670523621,1,283.72,1.15,12.68,27.18,0.37,4.28,7.83,0.59
8870,-76.7447,39.3844,1670523622,1,267.03,0.51,6.17,56.51,0.71,3.0,3.57,0.33
8920,-118.3337,33.9139,1670523622,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
8962,-122.3003,47.8375,1670523622,1,270.37,0.1,12.34,55.79,2.15,3.38,4.44,0.31
8995,-122.2112,47.4724,1670523622,1,257.02,0.12,10.8,57.94,2.71,2.95,3.68,0.27
8996,-117.861,33.7037,1670523622,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
9002,-81.6458,41.134,1670523622,1,250.34,0.88,11.48,56.51,3.52,2.06,3.26,0.46
9003,-111.7718,40.3532,1670523622,2,303.75,6.76,12.68,61.51,25.03,10.05,12.85,0.81
9010,-90.3432,38.6717,1670523622,2,327.11,2.07,17.48,22.53,5.78,12.82,13.68,0.21
9011,-118.3317,33.8113,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
9031,-73.7937,42.7425,1670523622,1,226.97,0.14,1.39,77.25,0.7,0.57,0.74,0.11
9057,-82.48,27.2772,1670523622,1,253.68,1.17,9.08,73.67,2.3,9.19,12.44,0.19
9059,-77.0162,40.2474,1670523622,1,283.72,0.59,6.6,49.35,0.91,1.89,2.06,0.43
9066,-89.4973,43.0525,1670523622,1,247.0,2.1,6.08,59.37,1.82,2.17,3.19,1.08
9072,-116.2679,43.579,1670523622,1,243.66,1.01,4.8,61.51,0.72,4.54,13.04,3.33
9087,-84.0408,35.9232,1670523622,1,263.69,1.55,5.83,9.3,2.18,7.46,7.77,0.0
9174,-122.6728,45.4903,1670523622,1,273.71,0.14,12.0,47.21,1.58,2.72,3.29,0.34
9224,-77.2311,38.9155,1670523622,1,247.0,0.54,4.71,65.8,1.46,2.56,3.08,0.3
9324,-71.1375,41.9458,1670523622,1,236.99,0.51,3.0,76.53,0.69,1.11,1.74,0.19
9325,-120.4557,34.9173,1670523622,2,310.42,5.53,14.05,20.21,0.12,12.31,14.99,0.43
9327,-117.8414,33.6944,1670523622,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
9336,-72.9465,40.8168,1670523622,1,240.33,0.67,4.24,76.53,1.04,1.4,1.79,0.15
9337,-104.7171,38.6738,1670523622,1,181.91,0.73,1.95,78.68,0.62,0.55,0.92,0.32
9339,-77.529,37.6254,1670523622,1,260.35,0.6,5.4,51.5,0.92,4.54,5.17,0.0
9606,-104.7918,39.7209,1670523622,2,480.65,24.36,32.22,31.83,3.43,10.72,13.49,2.95
9607,-105.0924,39.7418,1670523622,1,196.93,0.58,1.74,69.38,0.95,0.5,0.94,0.18
9608,-105.009,39.6602,1670523622,1,196.93,0.58,1.74,69.38,0.95,0.5,0.94,0.18
9609,-104.9998,39.7235,1670523622,1,330.45,9.39,17.99,43.99,1.85,4.29,5.77,1.73
9610,-104.988,39.6503,1670523622,1,330.45,9.39,17.99,43.99,1.85,4.29,5.77,1.73
9611,-111.906,33.6196,1670523622,2,343.8,3.21,6.51,39.34,0.29,17.63,33.62,1.63
9612,-111.8896,33.4091,1670523622,4,867.84,54.99,35.99,13.59,1.43,46.83,66.97,5.13
9614,-118.3072,34.1665,1670523622,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
9616,-118.2908,34.1639,1670523622,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
9617,-118.2765,34.088,1670523622,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
9618,-117.9886,33.81,1670523622,5,1174.93,101.92,63.06,10.19,5.72,62.27,77.03,5.57
9619,-117.7174,33.6351,1670523622,5,947.95,59.01,58.95,16.63,6.14,73.94,93.36,2.0
9620,-117.8347,33.6779,1670523622,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
9621,-117.8192,33.7418,1670523622,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
9624,-121.9408,37.5055,1670523622,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
9626,-118.3542,33.9663,1670523622,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
9627,-118.3184,34.191,1670523622,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
9628,-116.3608,33.7456,1670523622,2,347.14,3.58,12.17,62.94,0.54,7.73,22.98,1.87
9629,-117.1285,32.7632,1670523622,4,894.55,76.89,39.76,9.12,1.83,28.28,38.89,4.5
9630,-117.1535,32.8228,1670523622,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
9631,-117.351,33.2122,1670523622,4,400.54,6.48,11.65,29.33,1.28,25.2,35.62,0.73
9632,-80.1643,26.0534,1670523622,2,193.6,0.45,2.21,87.26,0.98,3.12,8.41,0.16
9633,-80.1673,26.049,1670523622,2,193.6,0.45,2.21,87.26,0.98,3.12,8.41,0.16
9634,-80.3392,26.147,1670523622,2,196.93,0.35,2.31,90.12,1.12,3.8,8.57,0.17
9639,-81.3596,28.6059,1670523622,2,211.95,0.78,4.07,82.97,0.4,6.3,8.75,0.0
9641,-80.0814,26.6999,1670523622,2,196.93,0.15,0.92,85.83,0.46,3.2,7.38,0.01
9642,-80.1989,26.4541,1670523622,2,198.6,0.3,1.63,87.98,0.83,3.46,7.81,0.1
9643,-80.2375,27.1748,1670523622,2,195.27,0.15,1.54,82.97,0.43,2.79,6.01,0.0
9644,-84.3508,33.9919,1670523622,1,307.08,6.09,19.36,15.02,6.91,8.5,10.59,0.2
9645,-84.337,34.049,1670523622,1,243.66,1.79,11.48,14.84,4.59,7.48,9.31,0.0
9647,-157.9044,21.3327,1670523622,2,186.92,0.01,2.27,79.39,0.57,6.23,26.96,0.09
9648,-157.8796,21.3336,1670523622,2,186.92,0.01,2.27,79.39,0.57,6.23,26.96,0.09
9649,-87.8024,42.1896,1670523622,1,233.65,0.56,6.26,55.79,2.74,1.61,2.5,0.35
9651,-88.1922,43.0369,1670523622,1,220.3,0.4,3.81,70.1,1.4,0.5,1.08,0.25
9653,-90.3033,38.6766,1670523622,2,327.11,2.07,17.48,22.53,5.78,12.82,13.68,0.21
9654,-88.0558,41.7933,1670523622,1,297.07,3.02,21.59,43.27,8.11,6.4,9.13,0.97
9655,-87.9623,41.8123,1670523622,1,267.03,1.63,15.42,48.64,4.71,3.98,5.37,0.76
9656,-86.2437,39.9428,1670523622,2,263.69,0.64,5.06,56.51,0.66,10.4,11.56,0.42
9657,-77.1531,39.1732,1670523622,1,270.37,0.61,5.66,54.36,1.48,2.95,3.49,0.36
9659,-93.5625,44.8566,1670523622,2,480.65,23.25,25.36,25.03,4.35,13.25,17.45,5.38
9660,-93.4304,44.8678,1670523622,2,480.65,23.25,25.36,25.03,4.35,13.25,17.45,5.38
9661,-93.2973,44.8552,1670523622,2,527.38,31.74,30.16,23.25,8.7,15.91,19.83,6.21
9662,-93.2872,44.7375,1670523622,1,337.12,9.28,13.2,35.05,3.49,6.99,10.45,3.93
9663,-93.0468,45.0304,1670523622,1,387.19,12.29,16.62,32.54,3.04,8.73,11.0,3.93
9664,-93.219,44.6447,1670523622,1,337.12,9.28,13.2,35.05,3.49,6.99,10.45,3.93
9665,-93.2201,45.0658,1670523622,2,547.41,30.85,30.5,23.96,6.86,17.49,20.97,5.89
9666,-93.2837,44.8634,1670523622,2,527.38,31.74,30.16,23.25,8.7,15.91,19.83,6.21
9667,-93.0793,44.8811,1670523622,2,447.27,22.35,23.31,27.9,6.97,12.09,14.82,5.19
9669,-96.1397,41.2239,1670523622,2,287.06,0.57,10.2,38.98,3.82,12.0,12.44,0.34
9672,-93.7537,41.6128,1670523622,2,297.07,0.51,9.43,34.33,2.03,19.03,20.63,0.45
9673,-90.6156,38.6695,1670523622,2,340.46,2.12,19.54,21.28,4.47,14.23,14.96,0.16
9674,-90.3935,38.5559,1670523622,2,343.8,1.96,19.36,19.49,4.23,13.07,13.95,0.36
9675,-90.4347,38.697,1670523622,2,337.12,2.29,19.02,21.64,5.31,13.58,14.41,0.2
9676,-80.6117,35.045,1670523622,1,277.04,1.65,10.37,12.16,2.06,6.0,7.43,0.23
9678,-80.6328,35.0636,1670523622,1,277.04,1.65,10.37,12.16,2.06,6.0,7.43,0.23
9680,-75.0201,39.9161,1670523622,1,290.39,2.49,9.77,65.09,3.37,2.83,3.74,0.67
9681,-75.0445,39.7399,1670523622,1,307.08,4.14,14.57,57.22,6.32,3.7,4.78,0.76
9682,-75.0493,39.9259,1670523622,1,290.39,2.49,9.77,65.09,3.37,2.83,3.74,0.67
9683,-75.0226,39.9718,1670523622,1,290.39,2.49,9.77,65.09,3.37,2.83,3.74,0.67
9684,-73.8862,40.9358,1670523622,1,257.02,0.5,4.24,61.51,0.88,1.05,1.42,0.24
9685,-74.0977,40.8651,1670523622,1,253.68,0.5,3.09,60.08,0.6,0.9,1.18,0.16
9689,-74.2881,40.6563,1670523622,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
9690,-74.3076,40.7111,1670523622,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
9691,-74.347,40.7122,1670523622,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
9692,-74.2722,40.9275,1670523622,1,250.34,0.26,2.16,60.8,0.44,0.73,0.97,0.08
9693,-74.3604,40.5248,1670523622,1,260.35,0.83,4.58,65.8,1.07,1.28,2.06,0.29
9695,-115.1743,36.1382,1670523622,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
9697,-119.7778,39.5362,1670523622,3,647.54,20.79,59.63,8.05,1.27,20.08,22.95,5.13
9698,-73.9435,40.7592,1670523622,1,300.41,2.35,14.05,44.7,3.4,2.32,3.4,0.91
9699,-73.9827,40.5851,1670523622,1,337.12,4.53,22.28,37.19,6.14,3.57,5.16,1.46
9700,-73.7134,40.7967,1670523622,1,303.75,2.74,15.77,45.78,4.11,2.55,4.12,1.06
9702,-73.6556,40.6684,1670523622,1,303.75,2.74,15.77,45.78,4.11,2.55,4.12,1.06
9703,-83.0639,39.986,1670523622,2,327.11,2.01,15.94,34.69,2.83,12.44,13.71,0.27
9704,-82.8751,39.9809,1670523622,2,327.11,2.18,16.11,36.12,2.98,12.05,13.29,0.31
9705,-75.447,40.0456,1670523622,1,253.68,0.68,4.24,70.1,1.42,1.54,1.88,0.27
9708,-75.3199,39.9011,1670523622,1,273.71,1.3,5.83,67.23,1.36,2.3,2.97,0.36
9709,-97.7712,30.4359,1670523621,1,196.93,0.66,2.72,47.92,1.7,3.62,4.64,0.09
9710,-97.773,30.2056,1670523622,1,201.94,0.8,3.94,46.49,1.57,3.9,5.16,0.16
9712,-95.413,29.7993,1670523622,1,208.62,1.63,8.4,59.37,8.58,5.93,15.65,0.21
9713,-95.5212,29.7885,1670523622,1,208.62,1.63,8.4,59.37,8.58,5.93,15.65,0.21
9714,-95.3502,29.8839,1670523622,1,240.33,3.24,14.22,55.79,8.94,6.79,16.42,0.44
9715,-98.4182,29.5017,1670523622,1,200.27,0.74,3.38,47.92,1.13,3.35,4.88,0.32
9716,-111.9352,40.6091,1670523622,3,520.71,28.16,37.7,42.56,20.98,24.9,30.49,2.63
9717,-77.3809,37.5977,1670523622,1,277.04,1.45,9.68,42.56,1.43,4.94,5.69,0.12
9719,-76.0864,36.7842,1670523622,1,263.69,1.05,6.08,58.65,2.09,3.99,4.62,0.16
9720,-77.4647,38.8911,1670523622,1,240.33,0.37,2.79,68.67,0.54,2.37,2.6,0.17
9721,-77.1408,38.7981,1670523622,1,290.39,1.33,12.0,50.07,3.43,4.01,5.04,0.64
9722,-122.3208,47.5818,1670523622,1,257.02,0.12,10.8,57.94,2.71,2.95,3.68,0.27
9742,-122.2923,37.7974,1670523622,4,761.03,35.76,78.83,3.35,10.61,47.35,56.28,1.41
9784,-89.4973,43.0523,1670523622,1,247.0,2.1,6.08,59.37,1.82,2.17,3.19,1.08
9792,-73.7937,42.7425,1670523622,1,226.97,0.14,1.39,77.25,0.7,0.57,0.74,0.11
9793,-97.5314,26.0126,1670523622,1,196.93,0.26,1.19,72.96,0.97,4.63,15.0,0.38
9820,-83.362,42.5349,1670523622,1,250.34,1.24,7.28,58.65,1.89,1.83,3.32,0.69
9821,-80.107,40.7094,1670523622,1,243.66,0.33,5.14,57.94,1.91,1.96,2.59,0.25
9822,-122.4719,37.7168,1670523622,2,433.92,2.96,40.44,24.32,4.23,17.38,21.29,0.72
9823,-80.1158,26.2613,1670523622,2,193.6,0.27,1.44,87.26,0.68,3.26,8.11,0.09
9824,-111.0451,45.6872,1670523622,1,297.07,4.47,8.74,48.64,0.17,3.49,4.12,3.71
9825,-122.1422,47.6837,1670523622,1,333.79,0.24,24.68,38.62,2.59,4.66,6.46,0.55
9826,-118.3293,34.0477,1670523622,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
9827,-85.1958,35.0615,1670523622,1,257.02,3.05,4.07,2.28,0.46,3.96,4.42,0.13
9828,-72.6647,41.748,1670523622,1,226.97,0.35,1.89,76.53,0.66,0.92,1.21,0.09
9829,-122.4036,37.7454,1670523622,2,433.92,2.96,40.44,24.32,4.23,17.38,21.29,0.72
9830,-117.1469,32.8343,1670523621,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
9832,-121.3154,37.9385,1670523622,4,514.03,26.38,19.71,2.35,2.0,26.71,30.69,0.89
9833,-117.2228,32.9021,1670523622,2,427.25,11.06,20.22,27.54,1.51,15.28,22.51,0.9
9834,-122.5052,37.9619,1670523622,4,620.84,15.2,69.23,5.5,7.75,34.84,40.81,0.68
9837,-118.048,33.9664,1670523622,5,1682.28,193.12,86.37,7.33,11.44,91.05,113.41,12.67
9838,-80.1254,26.2358,1670523622,2,193.6,0.27,1.44,87.26,0.68,3.26,8.11,0.09
9839,-96.7835,33.0134,1670523622,1,223.64,2.29,7.71,41.49,1.49,3.39,4.71,0.42
9841,-118.4672,34.2116,1670523622,3,423.91,12.07,20.22,29.33,1.07,20.76,29.21,1.58
9843,-121.8795,37.6979,1670523622,4,473.98,13.86,41.47,5.45,3.67,32.49,38.6,0.42
9844,-121.9012,37.7033,1670523622,4,473.98,13.86,41.47,5.45,3.67,32.49,38.6,0.42
9845,-121.721,37.7091,1670523622,4,400.54,8.83,29.47,7.42,0.86,26.78,32.03,0.51
9846,-121.7498,37.6909,1670523622,4,400.54,8.83,29.47,7.42,0.86,26.78,32.03,0.51
9847,-121.978,37.7809,1670523622,4,473.98,13.86,41.47,5.45,3.67,32.49,38.6,0.42
9848,-80.0107,32.7855,1670523622,1,211.95,0.91,4.63,27.9,3.46,7.28,9.39,0.0
9849,-84.5215,33.8988,1670523622,1,250.34,1.96,7.88,25.75,1.58,3.41,4.48,0.21
9850,-122.5109,37.9652,1670523622,4,620.84,15.2,69.23,5.5,7.75,34.84,40.81,0.68
9851,-74.1889,40.9535,1670523622,1,253.68,0.5,3.09,60.08,0.6,0.9,1.18,0.16
9852,-73.1671,40.8567,1670523622,1,243.66,0.55,2.79,75.1,0.85,1.36,1.78,0.16
9855,-118.2355,34.1511,1670523622,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
9856,-122.7101,38.3577,1670523622,2,333.79,0.95,27.42,23.96,3.67,14.25,16.73,0.34
9858,-74.0095,40.3029,1670523622,1,283.72,2.74,9.77,58.65,2.47,2.05,3.28,0.52
9860,-122.1926,37.7285,1670523622,4,607.49,29.06,58.26,4.34,7.63,43.67,53.44,0.79
9861,-122.082,37.8983,1670523622,4,594.14,33.53,41.47,2.68,5.72,32.68,43.95,0.75
9862,-94.8289,32.162,1670523622,1,191.93,0.23,1.74,49.35,1.12,6.54,9.96,0.0
9864,-97.7142,30.3835,1670523622,1,201.94,0.8,3.94,46.49,1.57,3.9,5.16,0.16
9866,-90.0923,32.34,1670523622,1,200.27,0.37,1.86,56.51,0.79,7.88,15.74,0.08
9868,-106.6242,35.135,1670523622,1,208.62,0.51,1.44,69.38,0.29,2.54,14.15,0.85
9869,-71.188,41.6819,1670523622,1,240.33,0.69,3.64,76.53,0.7,1.23,1.81,0.21
